text,rating,label
It works great!  Only thing you need to know is that most laptop computers do not generate enough voltage in their USB ports to power the data transfer to the radio.  I used an old tower computer with the USB built into the motherboard. That has enough voltage to make the serial data transfer work to/from the radio.  This cable is fine!,5.0,0
"I strongly suggest you ""try"" to call acer/gateway tech service before you buy any of there junk. They want to charge 129. 00-200. 00 for help on the phone. Sure its got a warranty but after that I wish you the best. Also if you look at the manual you'll notice something missing. Thier phone number. Try to find it online if you can. They have a 1-800 number but all it is for is to give you the run around. Best of luck with this company. never again! They eat power cords every few months. They have recalls going on for burning and thats what this P. O. S. did and I could not get in touch with them so I called BBB. Theres bad service and there ""NO SERVICE"" its a big difference!  ACER/GATEWAY SUCKS!!!!!!

129. 00-199. 00----believe

[.",1.0,0
"Bought this product as a replacement for the broken one. I will not be buying this again. Great product. Great price. I am using it with the TRS-80 and it works just as well. It does not have a multi-function button and is a bit louder than the other bluetooth devices I have tried. I would recommend this product to anyone who wants to use bluetooth headphones for listening to music or videos. Great. I like that the cradle is very convenient for holding your tablet when you're doing work. I'm not sure why the design of the cradle has such a long strap, but it's a nice feature. It makes it easier to work around while driving and to keep your tablet upright when you're driving. I've had no problems with this product so far, but I'd be surprised if I never use it. Works great on my Samsung Galaxy Tab 3. I use it to play music on my phone and I am very happy with the sound quality. I was very skeptical about the price of this product, but I am very pleased with the product. I bought this keyboard for my daughter and she loves it. It's a great keyboard and has a great feel to it. I am pleased with the quality.",4.0,1
"This cable arrived DOA. It doesn't appear damaged in any way, but it definitely doesn't work. I tested it on four different computers and two different monitors, and the monitors never got a signal.",1.0,0
"Everything as described. No smell, no odor, no odor. I will keep this for the next",5.0,1
Excellent purchase. very cute got a lot of compliments. it's not huge it's enough for a small space.,5.0,0
"This is a nice little odor eliminator... keep it going on low for maintenance.  The high setting is quite noisy unfortunately, but i like using it on low.",4.0,0
"First off the person who asked me the questions, I was a little surprised that the person said he wasn't impressed with the design, but that the basic design of the unit is pretty nice. The only complaint I had was that it came with a USB port for connecting the device to the TV. I could have just plugged it in",5.0,1
"Solid design, easy to use, fine craftsmanship. I like it and enjoy using this.",5.0,0
Got this for my Dad - one of his favorite,4.0,0
I highly recommend this for anyone who enjoys a good mystery romance.  This is a must read.I read this book in the last few days and have enjoyed,5.0,1
"I use this for the beach, it's great. Packs small and absorbent, washes well, nice color, it even comes with its own pouch, what's not to like.",5.0,0
"the blade can pop off easily. The only problem is that it's kind of hard to slide the blade from the blades to the blade.  The blade itself is a bit dull, but it's okay.  It's a nice, thick blade.  I like the shape of the blade a lot.
",4.0,1
Sight tool was well made but needed some padding to not allow the direct contact with pistol slide.  It allowed the slide go get scuffed.,2.0,0
"Great value for a basic starter kit, and very comfortable.

The only reason I gave it 4 stars is that the plastic parts are very loose, and the cover is very fragile.

The only way to replace it would be",5.0,1
"This is a great! little stove. It is very small, but it does what it is supposed to do. Doubles as a stand and shroud for an alcohol burner and functions great to channel the heat from a stick fire into the cooking pot. This thing really doesn't require much wood to make a VERY hot fire. Thermo was registering over 700 degrees inside the stove when loaded. The stainless steel has held up very well through many hot fires.

I made one slight modification by installing some rails for the pot to rest on. This got the pot up higher away from the flame for a better burn and also allowed more oxygen into the fire and around the pot. Overall a great little stove for the price and an excellent addition to the emergency bag or as a hiking stove.

If there are a handful of small sticks available, then you have free cooking fuel for hours.

Usually bring water to a boil in about 7 minutes.",4.0,0
I love it. Can be used on the stove top. I also love that it's removable and,5.0,1
"Second one I've bought, one for me, one for daughter.  Recently suggested it to my brother as well.",5.0,0
I love it its very protective and i love the color. it was hard to get on but after I did get it on i have not had any problems with it and love the look of it with my ipad.,5.0,0
This is amazing and sounds great paired to a set of E-MU XM7 passive bookshelf speakers.,5.0,0
"I wish I got this charger a long time ago. With four banks I can charge my 36 volt trolling system and my cranking battery without using a second charger to do so. This charger has three phases of charging. The first phase charges to 75 percent at 10 amps then to 100 percent at 2 amps then it has a maintenance mode that it monitors itself. This charger is smaller than described. It measures 12"" long x 8"" wide x 10"" high.",5.0,0
"A real pain to assemble, but an attractive and functional organizing space once that was over.",4.0,0
"Very nice quality shirt and fit right, feel good and warm jacket, enjoy the jacket every time when ride the bike.",5.0,0
"I have owned many Double Strength bars and they are just too thin. This is the first one I have owned and the only one I will ever use.

This is a great bar to have in your collection.

I will be buying another one for my wife and her husband.Great shirt.  I will keep it in the car and on my bike.I love this gun. It does what it's supposed to do. It's easy to shoot and easy to conceal. I've shot about 1,000 rounds in it, and it's actually not bad. It's super light and easy to",5.0,1
"Likely these are priced to sell the non-metal finished version but these work for us.

The wife is a Diet Cola person , I am more of a root beer kinda guy. Having bottles with two different colors makes it easier to know which is for whom.",4.0,0
"Bought this item for my daughter to use with her iPad 2. She loves it!Very nice. I bought this for a friend, and he is very happy with the purchase. The only thing I wish it had been a little bit better for is the battery life.",5.0,1
"I bought one of these last year and it was great, little or no static or interference. This one transmits especially well. You can't go wrong for [...].
One major problem with it is the wire. Be careful with it!
When you connect it to your power outlet be careful not to pinch or pull on the wire especially if your power outlet is recessed in the dashboard. It'll become detached and you'll end up having one channel go out. You can play with it and have both channels work but eventually it'll fail totally.
Also the wire protrudes out of the left side of the unit. If you want to keep your player in your lap while driving ok but if you keep it anywhere else this will cause the wire to become pinched.
A good idea with this unit would be to plug it in vertically or sideways or even upside down so as not to pinch or pull on the wire. Make sure there's no tension on it. The looser the better. It'll last longer that way.
I really like this transmitter and bought another after my first one suffered the pinched wire fate after a year.
I'd encourage anyone to try this out,it's a good one.
 JUST DON'T PINCH OR PULL ON THE WIRE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",4.0,0
"Not too great. I thought since it was speedo it might be perfect. Used to come off during the swim as well. Tried it only in the pool.
Would definitely go for the Premium Silicone Swim Cap or the spandex swim cap any day before this one.
I would only use this if I lost all my other swim caps.",2.0,0
I purchased this to plug into an AC adapter and it works great.  The only thing that is a little off is the plastic part.  The plastic part is a bit loose and that is annoying.  It will not stay in,5.0,1
It did its job for what i wanted. from the living room to the kitchen. Got another for the bed room too.,5.0,0
"They bent every time we tried to drive them in, not strong enough to hold. For many of the shutters we had to use screws instead.",2.0,0
"Great quality, beautiful color.  We have had the same one for a few months now and love",4.0,1
"A very interesting thing happened.  The only problem is that it did not work properly.  The other two I had worked great, both with the TV and the TV remote.  The TV remote had no issues.  I would recommend it.I bought this to replace a broken one I bought for my TV. I did not want to have to repair it since the unit was so cheap. It does what it's supposed to do. It's easy to use and works great. I highly recommend this item.I bought this for my mom to use with her iPad mini.  She loved it and it is exactly what she",4.0,1
"After receiving the item, I was pleased with the purchase. I will keep my review in order to share my experiences.  The headphones fit snugly in the ear, so it is not a big issue.  It does not cover my ears, but it does protect my ears.  I love it.Works great. I did not have the problem of having to remove the charger from the charger when I had to use it. I am very pleased with this product.I love this camera!  I love it because the flash is so small, and I don't need to worry about it breaking after a long day or so.  I love the way it fits my camera, and I love that it's small, too.  It also has the zoom feature that I had a few years ago, so I have to keep it on my camera while I shoot in the field.  I really like the fact that the camera will automatically turn off when the lens is fully charged.  It's a great little camera, but I'm a big fan of the Nikon DX-SLR.  I was very excited when I saw that the camera would have a menu on it for setting it up, but the menu was not very clear.  I also got the auto-focus feature.  It's a nice feature, but I found that it was too obvious to use.  It does not appear to be a feature that is useful to me, but I would certainly like to see it in the future.  I was very pleased with the photos I got. ",4.0,1
"This was a fun story that will keep you turning pages.

The story starts out with a young girl named Grace and her grandfather. Grace is the daughter of a great fortune",5.0,1
"It fits my camera like a glove, it is not real leather which I like.  I love the light brown color and how protective it is.  The only thing is that when I carry around my neck or shoulder, I keep the cover off, completely off  because it won't just hang, it will fall off, so I keep cover in my purse, and then just carry camera with the main attachment all day when using it.  I wish the cover didn't just fall off...but having the camera so well attached to the main body is super convenient you just pull up point and shoot and let hang again, it won't fall....I get a lot of compliments",4.0,0
"Good basic insulated jacket.  It is a standard puff jacket, the inner lining is shiny which I am not that fond of.  The price is very reasonable and the quality seems reasonable as well.  Not a great jacket but does the job and isn't overly expensive.  I would recommend it for most activities that don't need ultra-light or low volume gear.  Great for camping, skiing, bird watching, etc.  Not light enough or compressible enough for trail running or ultra light backpacking.",4.0,0
This looks great! Haven't used it yet....can't find anyone willing to let me try it on them.  But it sure is loud when you press the volt button.,4.0,0
"Excellent shorts. Fit is tricky. Not sure if the knee pads are a deal breaker for the person who is running. Great for the outdoors, but also for",4.0,1
"Background
This was a replacement for a standard suction cup. I did not need a suction cup.

I had to replace a couple of the basic ones, but it worked fine.

The only thing I would change is that it was a little bit too large for my machine. I found it was a bit too small for the machine and it would not fit on the standard suction cup.

I do not recommend this suction cup at all. I have not used it yet, but I have used it a few times and it is well worth the money.

Pros:
-Easy to use
-Convenient to use

-Easy to use
-Cons:
-Made of cardboard
-Wish the suction cup had a spout

Pros:
-Easy to use
-Easy to use

Cons:
-Made of cardboard
-Made of cardboard

Pros:
-Easy to use
-Easy to use

Cons:
-Made of cardboard

Pros:
-Easy to use

-Easy to use

Cons:
-Made of cardboard

Pros:
-Easy to use

-Easy to use

Cons:
-Made of cardboard

Pros:
-Easy to use

",5.0,1
"They do what there intended to do, they are comfortable and comfortable.

The only downside is",5.0,1
"I bought this for a few reasons, 1) it is a nice piece of equipment, and 2) it works very well.

Pros:
-Highly adjustable angle
-The angle is adjustable and adjusts to your head.
-This lens is excellent.
-It is a bit smaller than I expected",5.0,1
Works great controlling my Raspberry Pi. The only problem is that it's only 2.,5.0,1
I thought books 1 and 2 were great.  I loved how they handled the situation and how they dealt with it.  I liked how they dealt with the money and the fact that they had a connection to the people they cared about.  I thought it was,4.0,1
"Used this on a Ruger LC9.  After trimming it to fit for length , I heated it and installed it.  It takes some effort to slip it on, but it fit nicely and is exactly what I was hoping for.",5.0,0
There is nothing here that makes me want to re-read it. There is nothing that makes me want to re-read it,2.0,1
"I have a bunch of old ones and they are just too small. The only downside is that the top is a bit too small to get the light from inside the case. The case is made of plastic and the cover is very thick. This is why I ordered this case. I bought this as a gift to my wife for her birthday and it is a great deal. She loves it and she has not had any problems with it. I have a camera in the back of the house that is about 1/4"" wide and works great for our small children's bedrooms.",1.0,1
Trust me when I tell you it's a very comfortable chair. I have a large one and a small one. I am a firm believer that if you don't get it right it's a little difficult to get it to do what it is supposed to do. The machine works well.,5.0,1
"I purchased these ""just in case"" and they work just fine.  They have a strong edge.  If you want to get a solid grip then the Treme Treme is the",4.0,1
"I am surprised at some of the reviews that consider this a small chair.  Although it doesn't feel like a 17th-century King's throne, and although it is recommended to not be used by anyone over 225 lbs, my 6'3"" 200+ lb frame fits into this chair quite comfortable, with space on either side.

This is a comfortable chair, the lumbar support is nice, the air lift works smoothly so far, and it was fairly easy to assemble (it took me 40 minutes from start to finish).  I like that the arms tilt up if you want them out of the way... of course I didn't know this when assembling it and though something was wrong!  I should also mention the metal armrests were both labeled ""J"" (instructions called one ""I"" and one ""J"") and took me awhile to figure out which is which, genius that I am.

The upholstery is a textured brownish-grey, with the metal frame kind of somewhere between a gold/nickel color.... I would think it'd be important to know this going in if your color scheme is important.

For me, the question of whether this chair is worth the $ is its longevity.  Will the upholstery pull or tear easily?  Will the up/down mechanism last?  Etc.  If I think of it I will check in here with an update in 6 months.  One wants a chair like this to last several years, of course, so, we will see.  For now, a solid 4 stars for a major upgrade over my last office chair!",4.0,0
"These impart a terrible taste, and the only way you can taste it is if you are just using a tasteless piece of plastic",1.0,1
"The slots aren't big enough for me, so I just put it on my bed and it fits.",1.0,1
"I used the batteries for a motion sensor in the entryway of our store.  The batteries lasted a few weeks and are all dead after just one use.  Utter trash.

Edit: after replacing the batteries with Amazon Basics batteries, the charger refused to charge them at all and gives the red light of doom for each and every battery you try to recharge. Truly one of the worst products I've ever purchased.",1.0,0
Great and cheap when i use it and i feel like i will love it. I have one in,5.0,1
"<div id=""video-block-R27XFOOMPLKC1I"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B9o4pS7U6I.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/F3uXvS8VQS.png"" class=""video-slate-img-url"">&nbsp;this is just the perfect size for my Christmas tree.  I absolutely love it.  I have one in my kitchen, and I use this every day, and I love the color, too.  I also like the quality, too.  I have a lot of different kinds of lights, but this one is perfect.  I bought one for my toddler's room, and it is the perfect size for a single room.  I just love it, too.

I would definitely recommend this to anyone looking to find a great Christmas tree.I purchased this for my daughter's bed and she loved it.  It is a little smaller than I thought it would",5.0,1
"It's okay, barely. You get what you pay for every time. It's good for a starter 5.1 setup but don't expect any oooos and aahhs.
I purchased the exact item from Walmart for $59.99.
The sound is okay if you use an equalizer to balance things out. Small speakers *always* mean small sound.
The four corner speakers are 8 Watts each. Don't let the ""150W"" fool you. The center speaker's qualitty reminds me of a pocket radio's speaker. It's very mid-range only and there's almost no tonal quality to voices.
The cables should be longer. I'm going to have to make extensions for my application. That's not hard since the speakers, except for the front right, are RCA. I believe a 9-pin D-SUB extension cable will work for the front right speaker but I'm not sure yet.
I would much rather have the volume control separate instead of on one of the speakers as my right speaker is four feet away.",3.0,0
"This will probably meet your needs if not carrying it around, its quite heavy for its size! I purchased one from Amazon's Warehouse to save a few bus, in truth, it cost me more and is nothing more then a paper weight, as they don't check to see if there's a key in the package! Yes, they sent me one with no key, and expect you to pay to return it....How much common sense does it take to make sure a customer gets the complete package especially when the package is transparent with a place for the key to see in plain view....nope, just grab something off a shelf and throw it in a box and send it! Morons!!!! Isn't even worth the cost to ship it back, so beware.....DO NOT buy a item from amazon warehouse!!!",1.0,0
I have several of these and have been using them for a while.  They are strong and durable,5.0,1
"This is great pair of goggles. The wide brim is good enough for my 2 year old and the narrow brim is the best for a 2 year old.

This is a great helmet. It is comfortable and will last a long time. If you are looking for a helmet that is not a 2 year old helmet, this one is the helmet for you.

I highly recommend this product.Perfect! I love the color and the color scheme! It's very easy to",4.0,1
"I love this stand. Its a little large for my AR but its nice for my Ruger.22.  Great price and I am glad I bought it.I'm a 4'2"" and 190 lb. swimmer and am extremely pleased with this vest. I ordered the full size and it fit",5.0,1
These worked great would recommend this itemGreat Product!Very good quality.Nice little speaker! Works great,5.0,1
I bought this for a retreat deep into the Peruvian. and it worked!  Hooray. I returned to the USA itch.,5.0,0
"I love my Healthy Human bottle! I have one. My husband has one. We have the metal pint glasses. It's super rare to find a company that ALL their products are really that good. And to make it better- my bottle didn't seem to keep cold when I first got it more than a regular glass did. I emailed their customer service and same day they sent me a new one and were super friendly. Awesome customer service.
Yea, 32 bucks is pricey for a water bottle but it is well made. I am terrified to bonk it against anything accidentally- it's pretty loud from the double wall and has a very loud clang it makes sounding like you broke it (it's actually really sturdy)

But it does what it says! The finish is awesome and durable, the handle is great. If you are tearing through Amazon looking for a great insulated bottle, this is it. Trust me, I did the research. This is up there with Yetis, S'well, etc. It's aweosme but way more functional.",5.0,0
"They are not very stable, and the only way to fix them is to use a screwdriver.

I had to replace a couple",2.0,1
This is a nice inexpensive charger that allows two items to charge at different charge rates at the same time.,5.0,0
"A great little case, everything looks great and the materials are good.  I have a few of",5.0,1
I am not getting shoulder straps. The straps are comfortable but they are also not comfortable enough for me.,4.0,1
"Have had this camera since March, and I love it. I had a Digital Elph before this, so I was a little spoiled by how tiny they are and how easily they fit into a pocketbook, but this one can fit, too... just a little bulkier because of the ""hump"" for the batteries.

It takes clear pictures and video, has withstood my dropping it, and does a good job of focusing on faces.

Two negatives: first, the lag between photos can be unbearable, particularly when the flash has been discharged. I tried taking pictures in a theatre and had to wait literally about 30 seconds in between shots... which is terrible when you're trying to capture something as it's happening! When I loaned the camera to someone, she told me, ""I'd return it if I were you. I have no idea how you stand that.""

Thing is, I love just about everything else about it. If I had the money, I'd buy a different camera to use indoors and keep this one for the outdoors/good lighting shots.

The other negative is that it really isn't great with red eyes. My whole family is prone to red eyes, and haven't yet found a camera that reliably fixes that problem.

I'm still a fan.",4.0,0
good price for this product! i'm delighted with it! thx ;) i can recommend it for everyone! ;) thx again!,4.0,0
Logitech comes through again. This time it's an optical drive. The drive is formatted and formatted correctly.,5.0,1
"After trying 3 different models, this one it has the best reception from my phone and tablet!! It works as a transmitter too if you have an equipment without Bluetooth like an old mp3 player.",5.0,0
Feels tough even testing with a real Taurus. I will keep my Taurus as a backup. Great product!Works great.,2.0,1
These are really cool actually.  My boyfriend loved them.,5.0,0
Good mix - my favorite is still the Goloka Nag Champa,4.0,0
This is the best Stephen King adaptation since the Shining. I think it says that on the box but it IS darn right.,5.0,0
"I like the bed cover, however, it sheds lint like crazy. Ive washed it three times on delicate cycle and dried it on delicate cycle as instructed but it still has a bunch of lint all over the place. Im hoping it will stop soon.",3.0,0
not bad for the money.  I love the feel of the lens.  The zoom is awesome,4.0,1
