text,rating,label
Started as a Xerox service center. The quality is good but it's also a little pricey. Great product. Great price. I am using it in the shop to cover a lot of metal. It is still going strong. I am very pleased. I bought this to replace a broken one I had.,5.0,1
"I replaced an earlier Kwikset that had the same problem. I did not need to replace the one.

I had to replace the one with the new one, so it is not that difficult.

",5.0,1
"I'm a pilot and to view a Spit shooting down ME-109's, well, it doesn't get any better than that. (If you like to fly).",5.0,0
"I'm not a huge F1 fan but was curious about the use of multi-angle features on this disk.  Was really expecting an ""in your face"" in-car driver perspective, with extended racing sequences....disappointed with final product.  Very fragmented, difficult to follow, repetitive highlights, in-car clips too short too enjoy, pointless selectable race stats etc.  Overall, they blew it! It could have been a great DVD if they had designed it to be a seamless experience for the fan!  As it is, consider it a novelty disk, and of interest only to diehard F1 fans...If you want racing action checkout Super Speedway or Driven instead!",2.0,0
"The first one is not that bad, the second is not that bad, and the third one is a little too long. I liked the movie, the acting, the cinematography, the story, and the special effects. I would recommend it.I really enjoy this show.  I love it.  I love the way it shows the different ways people are different from",2.0,1
I loved the Oklahoma brands just as much as the Texas brands.,5.0,0
"This started out in such a dark way, I thought I would hate it. In fact, this is a great story with a surprising twist.",5.0,0
"My husband is very please and has been very helpful in this task.

The only downside is that the bulb is dim",5.0,1
"Very tiny and discrete looking.  I love the look.  The blade is just the right size.  If you want a nice, solid blade, the TK-38 is the best.I had this on hand for a couple of years. I was looking for something that would hold up a bit longer than a standard 9mm socket. I ordered this to hold up",1.0,1
"Belgian Shepherd fits comfortably with this harness and the collar is very comfortable.

The buckle has a soft buckle that is easy to put on and off the dog, so it is easy to put on and off.",5.0,1
"I used this to spray some of the paint on a wall.  It did the job just fine.  I had to replace a couple of the tiles with white paint to get it to work.  It's not a huge deal,",5.0,1
Great story can't wait for more. The characters are well developed and the story is well written.,5.0,1
"We are anxious to purchase this set, as we are searching for a replacement for the original one.

If you are a fan of the original TV series, you may find this set to be a little disappointing.  Some of the extras are not very good, such as the Special Features.  And the packaging is not very good.  So if you are looking for something that is just great, then you might be disappointed.  However, if you are a fan of the original TV series, then you may be satisfied with this set.I was skeptical when I read that this was going",5.0,1
"3 stars is a little harsh - but I only gave the Royal Albert Hall one 4 stars and I liked it better than this, so I've got to go one less.  Why?  Like on RAH, the guests were a total distraction.  Unlike some reviewers here, I really do not care for Ms Hart's vocal stylings.  My negative reaction to her is nearly as strong as my deep disappointment with Glenn Hughes & the BCC sound.  Hiatt and Rodgers were like the guests on RAH - old greats that just don't hold a candle anymore to the stratospheric Mr Bonamassa.

Fortunately, it's a nice full program and so you can skip past the guests and still feel like you got your money's worth.  Joe and the boys are really very good - worthy of the many 5 star reviews here.  Bergman is the only lineup change from the group I saw perform live - and a fine addition.  I especially liked Blue and Evil, since that was the highlight for me on Black Rock.  I was delighted that Joe dug into the old catalogue and pulled out The River, because I missed him playing that one when I saw him.

But that tees up my recommendation.  RAH is better than this for the musical selections but the DVD you should really get is the old Rockpalast one.  Joe really shines in that more intimate club setting and you can see why he deserved the recognition that enabled him to move on and play the grande venues.",3.0,0
Nothing is wrong with the product but my dog didn't like it,2.0,0
"My Labrador retriever loves any toy that squeaks, so the fact that toy has about 20 squeakers in it means he loves it. It has held up to his chewing and even after a few months he still loves it. I will say that after a lot of chewing, there are a couple squeakers that don't work anymore, but that is expected because my dog is a serious chewer and has played with it so much. It has held up better than I expected and I would recommend it!",5.0,0
"I do love it.  It's light weight, feels well built, rolls easily over cracks and great for getting the boys out of the house and into some fresh air.  I know it's silly to take two cats for a walk in a stroller but have you ever walked a feline on a leash?

I received this last week and the first 3 times they balked a bit as I made the walk only 20 minutes long.  Gradually they got used to being in a confined area.  I kept it open and in the living areas so they could play in it but their play got to be a bit rough and I see they have a pull in the netting.  That was my fault and certainly not of the manufacturer.

Now I bring it out of the closet and they both get in.  The walk is up to 1/2 hour and today they even laid down and I didn't hear a peep.

You should question how big your critter is before putting him into this stroller since it is a tad small.  My cats aren't yet a year old and probably not even 5 lbs. each.  There's no problem with them walking inside.  However, I hope they don't get too big to use through the years.

I recommend and do like the no zip.  The only thing I don't like is that I can't store the stroller folded and standing upright.  Perhaps I'll need to get a luggage strap to wrap around.",5.0,0
Good read for the money.  I love the characters.  The plot is well thought out and the,4.0,1
Would love this product if it came with a roof. My dog very quickly learned that she could climb it - and climb it she did. Wouldn't hold her for more than 5 minutes (but still a lot sturdier than the canvas pen that I purchased),3.0,0
"His favorite ""treat"". Plus it's a great quality food. I will keep feeding him this stuff!Great",5.0,1
This came on time but disc one came scratched. I bought it brand new too but their was a big scratch on the disc one.,4.0,0
"Great movie (in Dutch) about how things can so easily spin out of control.  So believable, so painful.  They give us great music and then kill it, a metaphor for how those whose heads expand so much that they kill everything, right Alabama?",4.0,0
"This bag lasts my cat a long time.  I've tried other bags, but this one is the best.  The plastic is solid and is easy to clean.  I've been using it for about a year now and it's working well.  I'm happy with the quality and it's great for the price.  I'd be more inclined to buy this if it were offered at a higher price.I used this for two years and it",5.0,1
Did not come with the required adhesive to attach product. Found something around the house that works but disappointed I didn't get what i purchased.,3.0,0
First time reading this author's work.  A quick plot with plenty of action! I look forward to reading more from this author!,4.0,0
Again I find a well written and I interesting story with good characterizations and geographical descriptions. The author has obviously done his research and then threaded it together in an excellent story.,5.0,0
"A ""must have"" for anyone who uses Milwaukee cordless drills professionally. Instead of hunting around on a job site for two or three unused electrical outlets for two or three chargers, one can keep all one's batteries charging in one location. Excellent quality and less expensive than buying from our local retailer.",5.0,0
"I bought this DVD mostly because it was an interesting documentary on the history of art in the US.  There was a lot of interest in the video, and the cover art was pretty nice.  I found myself in a very interesting mood.  This was an excellent documentary on art, and a very good documentary on the history of art.  I highly recommend this DVD.I love this movie.  I have watched it many times.  I like that the actors are better than the director.  I hope the director has a better script.This is a great movie.  It has a lot of action, great story, and it is not as big as a horror movie.  I would definitely recommend this to any horror fans.  It is a good movie",2.0,1
Perfect. It gives just enough light and is light weigh but sturdy. I actually put this on the top of a tall secretary that sits in a dark corner of my living room and it really lights up the dark spot. I am very pleased.,5.0,0
"Works great!  I own a number of these tools and I will be purchasing more!Very nice.I bought this to replace the Schlage 32-60-8 bulb that I replaced with this one.  It works great, and the size is perfect.  I used it for the kitchen and it works great.  I also love the fact that it is a single unit.  I just installed it with the wire stripper and it works great!  I would",5.0,1
My dogs love these. Bought for my top porch and back yard. Very durable.,5.0,0
This a gorgeous film full of heart and wit.  I saw it for the first time last night and I am very happy I did,5.0,1
Great pricing and they were here very quickly.. Other stores are so overpriced the prices range wildly so this is great to get a good deal delivered,5.0,0
The gentle leader works great for walking my dog. She can't pull me and I don't have to worry about her slipping out of it. Unfortunately mine broke after just a couple of months. The plastic clamp that holds the loop under the dog's chin is a little flimsy apparently. I'm going to contact the company for a replacement.,3.0,0
"My girls are not crazy about dry food, but when I include some of this surf and turf, . . . they eat it all.",5.0,0
"The Fulcrum 30030-308 wireless remote LED light is a simple and effective way to add light to a room or a closet that doesn't already have a light and a light switch. It's a battery-operated setup and remarkably easy to install with double-backed tape.

In fact, there is an on/off switch on the light itself so you don't even need to use the wireless remote to control the light if you're just adding the light to a small hallway closet or under a cabinet to light up a workbench. The built-in adjustable timer works great and automatically turns off the light after a pre-selected period of time (to save battery life) if you forget to turn off the light.

My only minor complaint is about the size of this set. I'm glad the light is ""tall"" from top to bottom and ""wide"" from side to side so that the light source is large enough to be both bright and soft instead of looking like a flashlight ... but the light fixture itself is pretty ""thick"" or ""fat"" from front to back and that makes it less than ideal if you're trying to hide this light under a cabinet or on the wall in a small closet. Similarly, the remote light switch is unusually large compared to how small other wireless on/off remotes are.

Bottom line, this works and I'm mostly happy with it, but I'd be even happier if the light fixture was ""flatter"" from front to back and the remote light switch was smaller.",4.0,0
"This is a remake of a classic.  With the cast, costumes, setting, etc. this has become a classic in its on right.",4.0,0
Nice LED bulbs for a pretty good price. They are very bright. We've been using them probably an average of 5 hours everyday for a couple months now. Hopefully they last for many years.,5.0,0
this product is a product that has been proven to work for our puppy! He loves this and we,1.0,1
"Didn't Finish Viewing, but was a Good Film so far. Instead of Renting it again, I may consider Purchasing it. That s is a Fictionalized Account of the True Crime Scandal, but because of the Nature of the Crime and Reason, the Story is about as Sanitized as it could get. I would like to finally see this Story told as it was. Technicolor and Beautiful Costumes. Joan Collins Stars as the Showgirl/Artist's Model Evelyn Nesbit, but it's Marilyn Monroe with a Black Wig on the Cover Poster.
It would have been some Film with Ms. Monroe as Lead.",3.0,0
"It was too big for my puppy, but it is good enough. My dog loves this treat. I bought this for a friend who has a small dog and she had a very sensitive stomach. She had severe diarrhea in the past, and had been eating her food for a few months. This food is a good product and I would recommend it to anyone with a sensitive stomach.",5.0,1
Love the Ludlow Hall Series. Who doesn't love sexy hot alpha men & gorgeous women who steal their hearts.,5.0,0
"I bought only two of these bulbs for testing in my RV trailer.  They work well, and give off plenty of light compared to the old incandescent lamps, with virtually none of the heat generated by the former.  My only complaint is that the wedge base seems a 'leetle bit loose' in my trailer lamps, and I have to be sure that they're well and fully inserted.  I've not yet taken the unit out on the road and subjected it to the vibration of highway travel, so the jury is still out on this subject.
As usual with my Amazon orders, the acquisition was virtually painless and packaging from the vendor was compact, effective, and prompt.
I'm well satisfied and will probably buy more of these led's in the future.",4.0,0
"I bought this crate pad for my 55 pound Lab. He loves it! He loves to scratch. He loves to chew! I am so glad I purchased this crate pad. I used to have a crate pad that was a little thin, but now it's thicker and thicker. He is always a bit stubborn with",5.0,1
Love this. One of the few organic cat foods. All seven of the cats in my house like this. Plus with Newman's products a portion of the proceeds always go to charity.,5.0,0
"Not a big trekkie, but really enjoyed season one.  It's great science fiction with likable characters, good plots, and good special effects.  The pilot is ok, but it really takes off from about episode 3 on.",5.0,0
Good action movie!!!  It's a real shame the movie is not in HD!  I would,4.0,1
"Very disappointed in this mat.

First, it has the wrong height. I have a small dog and this one is a little too tall for my dog. He is a very tall dog and it's too big for him. It's a little big for him. This one is a little too small for him. It's a bit too big for him. I wish it was a little longer.

Second, the mat is not as sturdy as I thought it would be. I have a small dog and this one is a little too small for him. He is a little tall dog and this one is too small for him. I wish it was a little longer.

Third, the mat does not fit my dog perfectly. It does fit my dog perfectly. It's a bit flimsy, but it's sturdy enough to keep him comfortable. I have a large dog and this mat does not fit my dog. It's a bit flimsy, but it's sturdy enough to keep him comfortable. I have a large dog and this mat does not fit my dog. It's a bit flimsy, but it's sturdy enough to keep him comfortable. I have a large dog and this mat does not",1.0,1
Alana and Aaron make a perfect couple and the chemistry is off the charts. The characters are well-developed,5.0,1
Not a good read. The characters do not grow from book one or within this book. The situations are not believable. There is still an underlying interesting plot. That does not equal the weaknesses stated above.,2.0,0
"Customer service/warranty from this company is non exsistant. I have the largest one of these bowls and the stem on the bottom broke which then would not allow the water to flow up through the machine thus defeating the purpose and rendering it trash. I called customer service and they refused to replace it and told me to buy a new dome (the whole part that holds the water) for $59! More than the whole machine! I was then forced to glue it. Like other reviews have said, the dome leaks also. If you flip it over (right side up) after filling it any where but over the bowl, you will get a huge mess. The power plug gets extremely hot which is a safety hazard. Where the water flows down the side at the top, there are slits under the gray ring which allow the water to roll down the dome...you cant get to those very easy for cleaning and they become black with mold fairly fast (pretty nasty). If you have hard water, forget it because it will never come clean. I was very very disappointed with this and even more with the companies lack of care in their product especially since I have owned older models for my cats in the past.",1.0,0
"I bought this light 2 years ago to put in my son's room as a night light, and the matching blue star light. The yellow cover is not as opaque as the blue star light and puts out more light. Enough to brighten the room to see where you're going, and that's about it, which is just what we wanted. It screws into the wall and then has a long white cord with a toggle switch for on/off. We never turn ours off.

The light comes with a 25 watt bulb. After almost 2 years of leaving this light on 24/7, the bulb burnt out. I searched everywhere and could not find a bulb! Several reviewers had luck at Lowes, but I did not. After a lot of research and buying several bulbs that didn't fit, I found that the bulb has a European base, which is not easily bought in the US. The base size needed is E14, and standard candelabra bulbs are E12. So I searched on Amazon and found a converter that allows an E12 base bulb to fit in an E14 socket. I got a 6-pack of converters for less than $8 and bought a pack of E12 base candelabra 25-watt bulbs. And it worked perfectly! The light is a little bit brighter with the new bulb than it was before.

I'm so glad I got the bulbs to work because I really didn't want to get rid of this light. Not only because I love the light, but because it screws into the wall and I didn't want to have to worry about covering up the holes :/",4.0,0
I bought this pump to replace my old wayne and this one is far superior. Its super fast and very quiet. I put in a new quiet check valve and I can't even here this run unless I'm right beside it. I would highly recommend. (Update) Two years later switch failed,5.0,0
"OMG...its a fablous sink- deep, clear, and wide.  I will admit that I have been using this sink for about a year now, and it is still holding up pretty well.  The only thing I wish it had been a little bit better was",5.0,1
"Just that I needed for a new garage door, I was able to make a fix.",5.0,1
"LED lights are very bright.  I love the long battery life and easy to use.  If you have an older house, you may want",4.0,1
"There are a lot of treats on the market, and I'm not sure if I would buy this again. My dogs love this food. My dog eats it in a very large bowl. I mix it in with a fresh dog food. This is a great way to keep your dog's digestive system healthy and healthy. I have a dog with a strong appetite and she is very picky about food.",5.0,1
This is a nice scoop.  I have a long haired dog and this is the only one he will use,5.0,1
"I WAS VERY DISAPPOINTED.  AT THE BEGINNING I THOUGHT THIS IS GOING TO BE A GREAT BOOK, IT WAS FUNNY AND I LOVE
A FUNNY HUMEROUS STORY.  AS I READ ON IT WAS TOTALY BLAND AND BORING.  I WILL NOT WASTE MY TIME READING ANY MORE  BOOKS TO THIS SERIES.",2.0,0
"This Plane is solid and gives an initial good feel, but as others point out, it is very difficult to adjust the blade, both as to ""depth"" and as to ""angle"". Then, if that were not enough to deal with, the blade is not sharp (very hard to cut soft wood like pine). After much effort I was able to get some limited use out of it, but had by best success using a rasp type Plane and a sander.",2.0,0
I love all her books! Her characters are worm and funny and totally lovable. These stories are heartfelt and satisfying! Read them all If you can!,5.0,0
"Have been using this tank for a couple years now. I have a small lab and a larger lab.  The tank is very well constructed and is well-made.  I would definitely recommend it.  It's a very strong tank.  My lab is still very young and the tank is very clean.  I would recommend this tank to anyone with an older lab.I use this to give my dog a massage.  She loves it.  It's very easy to wash and holds up well.  I would definitely recommend it to anyone with an older dog.My cat loves these, but he's not that interested in them at all.This is a very good dog food. I have three dogs, two of whom are tall, and one of them has had a few issues with the product. It's very tough, so I have to worry about it getting too small, but not too big. It's very durable. I like the quality of this food. My dog is about 20 pounds, so he was very picky about it, so I would say this is a very good",4.0,1
"I feel like I saw a real professional wrestling match in the history of this country. I just wanted to see the old guys get up and compete in the ring, so I rented it.

The guys are in good shape, they can do it with their arms and legs, but they don't really have the cardio and they don't have the cardio to do it like they used to. They have to be able to go to the ring and do a good workout, but they can't do it on their own. They have to be able to go to the ring and compete and do it with their arms and legs, but they don't really have the cardio. They have to be able to go to the ring and do a good workout, but they can't do",5.0,1
"poor quality and clarity, headlamps are the best. I will be purchasing more in the future.I bought this to replace the Schlage 32-60-8 bulb that I replaced with this one.  It works great, but it is not as bright as the two I replaced with the Schlage 8-30-1. ",1.0,1
Nice clean bright light one out of the box that I received does have a flicker,4.0,0
"For the most part the film has the same feel and feel of a detective story.  The chase is basically the same as the first.  The chase is not predictable, it's just",4.0,1
An intense and well acted thriller starring the legendary Johnathan Hayes (who also directed the first two) as an inept and inept police chief.  The film is a tribute,4.0,1
"I do not understand how this thing could get a negative review!  We bought this for out german shepherd, and he loves it!  He chews on this thing night and day, and he has not made a dent in it.  We play tug, fetch, and find it with this thing, and it has not shown any wear after two months of use.  On top of that it has a warranty!  Really? A warranty for a dog toy?  Unheard of.  Do yourself a favor and buy this for your dog.  You will not regret it.",5.0,0
"Works great. Was very easy to assemble and the materials are good. Also, my cats love them.",5.0,1
"These work REALLY well. I use it as a night light for my work, just in case.",5.0,1
"We just got our first puppy about a month ago and did not realize how hard potty training would be. We live in an apartment and our puppy could not ""hold"" during his hourly trips to the elevator and outside, so we had to resort to an indoor potty. We first tried the scented pads- our pup would just play and shred them to pieces. We had a fake grass which worked well but it smelled really bad, clean up was a hassle and he was eating plastic bits. So when we came across DoggieLawn on Amazon, we decided to give it a try- at least he'll be eating real grass. It came on schedule in a prepackaged box, all you have to do is take off the lid, the grass was so green! Our puppy did his business on the grass immediately, but for the first few days there was a lot of grass eating and lounging on the pad.  You would need to supervise and make sure the dog is using it correctly. The best part is, there was no odor and no clean up! The urine gets absorbed in the grass pad and doesn't leak through the paper box. (we don't let him do #2 on the doggielawn). Also it's low maintenance- just spray with water a few times a week. We've had our doggielawn grass for a month now and it's time to change- it's turned brown and the odor is accumulating but it lasted longer than the 2 week period recommended by the company. Our pup has learned to go potty (#1) every time we put him on the grass. The downside is he was able to dig a small hole in the grass, however there's an option of getting an anti-dig mat which he haven't tried. Also, it is a bit expensive: $29 per one grass pad or a $50/month subscription for 2 pads. We'll keep getting these until he's fully potty trained!

We have a 10lb puppy and the standard size is perfect- there's enough room for him to circle and sniff.",4.0,0
"Has bought a second barrel, and my three tortoises like to eat.",4.0,0
I bought these to use on my garage door opener. I also used them for the door opener.,5.0,1
"One day I accidentally dropped it on the ground and it was all over my workbench.  I wasn't sure if it would be a good idea to put it in a trash can or not.  It's in a large storage box.  I was worried it might not be the best idea to put it in the trash, but it is the best I've found.  I love the fact that it has a nice rubber grip on it.  It's very easy to open it.  I've used it on my bench, too, and it works great!  I'm glad I found it.I have used this for a couple of months now.  It is very easy to install and does a good job.  It is a bit pricey and I had to go with a brand new one.  However, the metal screws are a nice feature.  I don't really like the mounting hardware but I will probably get a good one for the kitchen.  This is a great tool for the price.  I would definitely recommend it.I received this product at a discount on Amazon, at a discount on Amazon Prime.  This product is very well made and it is very easy to use.  It is also very well made and it is great to have.  The included tool kit is excellent and is well made.  It comes with a small flashlight, a power cord and a charger.  It is very easy to use and the battery life is excellent.  I would recommend this product to anyone who is looking for a way to use a rechargeable battery for a small work light",5.0,1
"The amount of awesomeness we've had with the Bosch products is amazing.  The Bosch has been a great customer and I am so glad that they have bought them.  I used these to make a painting of a wall in a coffee shop.  This is a great way to decorate a wall without having to worry about painting the wall.  They are a little heavier than standard Bosch products, but I like the fact that they are made with a good quality material.  I highly recommend this product.I bought this as a replacement for my old version of the LED bulb that was discontinued and replaced with this.  The replacement bulb is not as bright as the original,",4.0,1
I bought this for the African Grey and the dogs love it.  It is a nice grain free treat,5.0,1
We did a major remodel and chose this style of handle. It looks classy and functions smoothly. It has a sturdy fel to it when you grip it to open the door. Both the look and the functionality get 5stars!,5.0,0
Superior quality. You will like it. Definitely not Harbor Freight Tools junk !,5.0,0
My cat loves this. I use it as an alternative to the cold weather shampoo. She does not mind the clumping. The plastic part is also very light and easy to wash.,5.0,1
"My dog's favorite toy.  (He's a Maltese, 8 pounds)  He will retrieve it,or play tug of war with it, and comes running when he hears the squeaker.",5.0,0
Great in theory but when it comes to the materials it is a lot thinner than I expected.,2.0,1
"Time tested, and time proven.  I have bought many more of these around the house.  They are cheaper than the old ones I replaced.  The light output is excellent,",5.0,1
Post Apocalyptic Zombie Fiction!!  What more can you ask for??  Good read with lots of action!!!!,5.0,0
"The discus seem to not care about it at all.  They will eat almost anything I put in there but this.  However, the bottom feeders love it.",4.0,0
I've been using these for years. The only problem is that they don't work well. I've had them for a few months now and they have not worked.,5.0,1
"Great training tool for my little puppy. She learned to walk really well with this. Only drawback is that it chafed her armpit if she pulled more. Also, would be better if the clasps were up higher rather than at the armpit. This also is what chafed her.",4.0,0
"Didn't work with my HVAC system. The only way to fix it was to just throw the thermostat down.  The thermostat is designed to be ""plugged in"" so it doesn't come on in the middle of the night.",3.0,1
"Excellent series of videos, very useful in my quest to lose weight at home.",5.0,0
THE BEGINING AGE OF MOTION PICTUES-THIS TIME  IN CHINA. ESSENTIAL TO FILM LOVERS.,5.0,0
"Great pitcher, I use it daily. The only reason I gave it 4 stars is because I just",5.0,1
